user_id,device,country,campaign_name,channel,signup_date,first_purchase_date,total_purchases,lifetime_value,customer_segment
2945,mobile,USA,Google Search - Brand,Google Ads,2025-09-25,2025-10-06,1,46.9,One-time Buyer
2946,mobile,India,Google Search - Generic,Google Ads,2025-07-07,,0,0.0,Non-Purchaser
2947,mobile,UK,Direct Traffic,Direct,2025-08-13,,0,0.0,Non-Purchaser
2948,mobile,USA,Organic Search,Organic,2025-08-13,,0,0.0,Non-Purchaser
2949,desktop,USA,YouTube Ads,YouTube,2025-07-29,,0,0.0,Non-Purchaser
2950,mobile,India,Email Newsletter,Email,2025-12-12,,0,0.0,Non-Purchaser
2951,mobile,USA,Google Search - Generic,Google Ads,2025-10-16,2025-10-16,2,298.39,Repeat Customer
2952,desktop,UK,YouTube Ads,YouTube,2025-09-11,2025-09-14,1,65.81,One-time Buyer
2953,desktop,UK,Organic Search,Organic,2025-09-15,,0,0.0,Non-Purchaser
2954,mobile,USA,Direct Traffic,Direct,2025-08-07,,0,0.0,Non-Purchaser
2955,mobile,USA,Organic Search,Organic,2025-12-02,,0,0.0,Non-Purchaser
2956,desktop,UK,Google Search - Generic,Google Ads,2025-09-11,,0,0.0,Non-Purchaser
2957,tablet,USA,Email Newsletter,Email,2025-09-18,,0,0.0,Non-Purchaser
2958,desktop,USA,Google Search - Generic,Google Ads,2025-10-29,2025-11-04,1,124.36,One-time Buyer
2959,mobile,USA,Google Search - Generic,Google Ads,2025-07-20,,0,0.0,Non-Purchaser
2960,tablet,USA,Organic Search,Organic,2025-10-09,,0,0.0,Non-Purchaser
2961,mobile,USA,Google Search - Brand,Google Ads,2025-07-14,2025-07-22,3,743.52,Repeat Customer
2962,mobile,Australia,Organic Search,Organic,2025-07-26,,0,0.0,Non-Purchaser
2963,desktop,UK,Direct Traffic,Direct,2025-07-25,2025-08-18,1,124.44,One-time Buyer
2964,mobile,Canada,Direct Traffic,Direct,2025-12-31,,0,0.0,Non-Purchaser
2965,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-10-27,2025-10-31,1,189.69,One-time Buyer
2966,mobile,USA,YouTube Ads,YouTube,2025-09-12,,0,0.0,Non-Purchaser
2967,mobile,India,YouTube Ads,YouTube,2025-09-18,,0,0.0,Non-Purchaser
2968,desktop,UK,Google Search - Brand,Google Ads,2025-08-20,,0,0.0,Non-Purchaser
2969,desktop,USA,Email Newsletter,Email,2025-12-27,,0,0.0,Non-Purchaser
2970,mobile,USA,Direct Traffic,Direct,2025-08-11,2025-08-30,1,33.86,One-time Buyer
2971,mobile,UK,YouTube Ads,YouTube,2025-07-30,,0,0.0,Non-Purchaser
2972,desktop,India,Google Search - Generic,Google Ads,2025-07-11,,0,0.0,Non-Purchaser
2973,desktop,USA,Email Newsletter,Email,2025-10-03,,0,0.0,Non-Purchaser
2974,mobile,UK,Direct Traffic,Direct,2025-09-19,,0,0.0,Non-Purchaser
2975,tablet,Canada,Google Search - Brand,Google Ads,2025-07-30,2025-08-03,1,150.97,One-time Buyer
2976,desktop,Australia,Organic Search,Organic,2025-07-02,2025-07-18,1,54.67,One-time Buyer
2977,mobile,India,Google Search - Generic,Google Ads,2025-10-20,2025-11-09,1,102.41,One-time Buyer
2978,mobile,USA,YouTube Ads,YouTube,2025-07-01,,0,0.0,Non-Purchaser
2979,mobile,Canada,Google Search - Generic,Google Ads,2025-09-13,,0,0.0,Non-Purchaser
2980,desktop,Canada,Organic Search,Organic,2025-12-31,,0,0.0,Non-Purchaser
2981,mobile,Canada,Google Search - Brand,Google Ads,2025-08-05,,0,0.0,Non-Purchaser
2982,mobile,India,Organic Search,Organic,2025-07-17,,0,0.0,Non-Purchaser
2983,mobile,India,Email Newsletter,Email,2025-09-13,,0,0.0,Non-Purchaser
2984,desktop,USA,Organic Search,Organic,2025-10-12,,0,0.0,Non-Purchaser
2985,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-18,,0,0.0,Non-Purchaser
2986,desktop,Canada,Google Search - Generic,Google Ads,2025-12-31,,0,0.0,Non-Purchaser
2987,desktop,USA,Google Search - Generic,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
2988,mobile,USA,Google Search - Brand,Google Ads,2025-08-12,,0,0.0,Non-Purchaser
2989,mobile,USA,Google Search - Generic,Google Ads,2025-09-16,2025-09-17,1,27.47,One-time Buyer
2990,mobile,India,Google Search - Brand,Google Ads,2025-10-30,2025-11-04,3,376.90000000000003,Repeat Customer
2991,desktop,USA,Google Search - Brand,Google Ads,2025-07-13,,0,0.0,Non-Purchaser
2992,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-10-07,2025-10-07,1,49.87,One-time Buyer
2993,mobile,USA,Organic Search,Organic,2025-08-19,,0,0.0,Non-Purchaser
2994,mobile,USA,YouTube Ads,YouTube,2025-07-31,2025-08-06,2,233.07,Repeat Customer
2995,mobile,USA,Organic Search,Organic,2025-07-09,2025-07-20,1,102.11,One-time Buyer
2996,desktop,USA,Instagram Influencer,Instagram,2025-10-31,,0,0.0,Non-Purchaser
2997,desktop,India,Facebook Ads - Retargeting,Facebook,2025-07-11,,0,0.0,Non-Purchaser
2998,desktop,India,Instagram Influencer,Instagram,2025-07-23,,0,0.0,Non-Purchaser
2999,mobile,Canada,Google Search - Brand,Google Ads,2025-07-21,,0,0.0,Non-Purchaser
3000,mobile,USA,Instagram Influencer,Instagram,2025-11-03,,0,0.0,Non-Purchaser
3001,tablet,UK,Organic Search,Organic,2025-09-07,,0,0.0,Non-Purchaser
3002,mobile,USA,Organic Search,Organic,2025-10-06,,0,0.0,Non-Purchaser
3003,desktop,USA,Organic Search,Organic,2025-07-18,,0,0.0,Non-Purchaser
3004,mobile,UK,Google Search - Generic,Google Ads,2025-08-29,,0,0.0,Non-Purchaser
3005,mobile,Canada,Google Search - Brand,Google Ads,2025-08-21,2025-08-31,1,276.87,One-time Buyer
3006,desktop,USA,Organic Search,Organic,2025-10-18,,0,0.0,Non-Purchaser
3007,tablet,USA,Google Search - Generic,Google Ads,2025-11-22,,0,0.0,Non-Purchaser
3008,tablet,Australia,Google Search - Generic,Google Ads,2025-07-01,2025-07-02,1,79.46,One-time Buyer
3009,mobile,USA,YouTube Ads,YouTube,2025-09-07,,0,0.0,Non-Purchaser
3010,mobile,Australia,Google Search - Brand,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
3011,mobile,Australia,Google Search - Generic,Google Ads,2025-08-18,2025-08-26,2,578.22,Repeat Customer
3012,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-21,,0,0.0,Non-Purchaser
3013,desktop,USA,Organic Search,Organic,2025-07-23,2025-07-29,1,297.85,One-time Buyer
3014,mobile,Canada,Instagram Influencer,Instagram,2025-07-27,2025-09-01,1,27.96,One-time Buyer
3015,tablet,USA,Organic Search,Organic,2025-08-29,,0,0.0,Non-Purchaser
3016,desktop,USA,Google Search - Brand,Google Ads,2025-07-25,,0,0.0,Non-Purchaser
3017,desktop,Canada,Email Newsletter,Email,2025-09-19,,0,0.0,Non-Purchaser
3018,mobile,USA,Email Newsletter,Email,2025-08-01,,0,0.0,Non-Purchaser
3019,mobile,USA,Instagram Influencer,Instagram,2025-07-05,,0,0.0,Non-Purchaser
3020,tablet,Canada,Google Search - Brand,Google Ads,2025-10-02,,0,0.0,Non-Purchaser
3021,mobile,Canada,Direct Traffic,Direct,2025-07-21,2025-08-16,1,211.92,One-time Buyer
3022,desktop,USA,Google Search - Generic,Google Ads,2025-08-04,,0,0.0,Non-Purchaser
3023,tablet,USA,Organic Search,Organic,2025-09-09,,0,0.0,Non-Purchaser
3024,desktop,USA,Google Search - Generic,Google Ads,2025-07-25,,0,0.0,Non-Purchaser
3025,mobile,USA,Google Search - Brand,Google Ads,2025-07-04,2025-07-09,1,22.98,One-time Buyer
3026,mobile,Canada,Google Search - Generic,Google Ads,2025-07-29,,0,0.0,Non-Purchaser
3027,mobile,Canada,Google Search - Generic,Google Ads,2025-12-24,,0,0.0,Non-Purchaser
3028,mobile,Canada,Organic Search,Organic,2025-09-01,,0,0.0,Non-Purchaser
3029,mobile,USA,Organic Search,Organic,2025-09-06,,0,0.0,Non-Purchaser
3030,mobile,USA,Organic Search,Organic,2025-08-31,,0,0.0,Non-Purchaser
3031,mobile,USA,Google Search - Generic,Google Ads,2025-07-14,,0,0.0,Non-Purchaser
3032,mobile,USA,Google Search - Generic,Google Ads,2025-08-03,,0,0.0,Non-Purchaser
3033,mobile,USA,Google Search - Generic,Google Ads,2025-09-23,,0,0.0,Non-Purchaser
3034,mobile,USA,Google Search - Brand,Google Ads,2025-07-07,,0,0.0,Non-Purchaser
3035,mobile,USA,Email Newsletter,Email,2025-07-20,2025-07-24,1,96.45,One-time Buyer
3036,desktop,Canada,Organic Search,Organic,2025-07-20,2025-07-22,1,11.53,One-time Buyer
3037,mobile,Canada,Google Search - Generic,Google Ads,2025-08-04,,0,0.0,Non-Purchaser
3038,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-12-31,2025-12-31,1,128.97,One-time Buyer
3039,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-05,,0,0.0,Non-Purchaser
3040,desktop,India,Google Search - Generic,Google Ads,2025-08-14,2025-08-26,1,38.6,One-time Buyer
3041,mobile,Australia,Organic Search,Organic,2025-07-13,,0,0.0,Non-Purchaser
3042,desktop,USA,Email Newsletter,Email,2025-12-31,,0,0.0,Non-Purchaser
3043,tablet,Canada,Google Search - Generic,Google Ads,2025-07-08,,0,0.0,Non-Purchaser
3044,desktop,India,Google Search - Brand,Google Ads,2025-08-01,2025-08-12,1,49.57,One-time Buyer
3045,mobile,UK,Google Search - Generic,Google Ads,2025-09-20,2025-09-24,1,40.34,One-time Buyer
3046,desktop,USA,Google Search - Generic,Google Ads,2025-09-13,2025-10-09,1,17.59,One-time Buyer
3047,mobile,UK,Google Search - Brand,Google Ads,2025-08-03,,0,0.0,Non-Purchaser
3048,mobile,UK,Organic Search,Organic,2025-07-26,,0,0.0,Non-Purchaser
3049,tablet,USA,Google Search - Generic,Google Ads,2025-07-31,,0,0.0,Non-Purchaser
3050,mobile,Australia,Facebook Ads - Retargeting,Facebook,2025-07-19,,0,0.0,Non-Purchaser
3051,desktop,Canada,Instagram Influencer,Instagram,2025-07-15,,0,0.0,Non-Purchaser
3052,mobile,USA,Organic Search,Organic,2025-08-10,,0,0.0,Non-Purchaser
3053,tablet,UK,Google Search - Brand,Google Ads,2025-07-20,2025-08-11,1,17.19,One-time Buyer
3054,mobile,Canada,Instagram Influencer,Instagram,2025-07-21,,0,0.0,Non-Purchaser
3055,mobile,USA,Google Search - Generic,Google Ads,2025-09-04,,0,0.0,Non-Purchaser
3056,mobile,USA,Organic Search,Organic,2025-12-31,2025-12-31,1,35.47,One-time Buyer
3057,mobile,India,Facebook Ads - Retargeting,Facebook,2025-08-26,2025-08-29,1,113.32,One-time Buyer
3058,mobile,UK,Facebook Ads - Retargeting,Facebook,2025-07-05,,0,0.0,Non-Purchaser
3059,desktop,USA,Google Search - Generic,Google Ads,2025-07-05,,0,0.0,Non-Purchaser
3060,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-12-31,2025-12-31,1,456.51,One-time Buyer
3061,desktop,UK,Google Search - Generic,Google Ads,2025-07-22,2025-08-03,1,280.55,One-time Buyer
3062,mobile,UK,Google Search - Generic,Google Ads,2025-07-06,,0,0.0,Non-Purchaser
3063,mobile,USA,Google Search - Brand,Google Ads,2025-08-25,2025-08-26,1,10.62,One-time Buyer
3064,tablet,UK,Organic Search,Organic,2025-08-29,,0,0.0,Non-Purchaser
3065,mobile,USA,Organic Search,Organic,2025-09-02,,0,0.0,Non-Purchaser
3066,desktop,USA,Google Search - Brand,Google Ads,2025-07-19,,0,0.0,Non-Purchaser
3067,desktop,UK,Google Search - Generic,Google Ads,2025-07-01,,0,0.0,Non-Purchaser
3068,mobile,USA,Instagram Influencer,Instagram,2025-12-31,,0,0.0,Non-Purchaser
3069,desktop,India,YouTube Ads,YouTube,2025-07-18,,0,0.0,Non-Purchaser
3070,desktop,USA,Email Newsletter,Email,2025-09-07,2025-09-17,1,92.02,One-time Buyer
3071,mobile,Canada,Email Newsletter,Email,2025-09-13,2025-09-23,1,38.27,One-time Buyer
3072,desktop,USA,Organic Search,Organic,2025-08-27,2025-09-12,1,331.6,One-time Buyer
3073,mobile,USA,Organic Search,Organic,2025-07-23,,0,0.0,Non-Purchaser
3074,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-07-20,2025-07-26,1,428.63,One-time Buyer
3075,tablet,UK,Instagram Influencer,Instagram,2025-08-25,,0,0.0,Non-Purchaser
3076,desktop,Canada,Organic Search,Organic,2025-10-31,,0,0.0,Non-Purchaser
3077,desktop,UK,Instagram Influencer,Instagram,2025-12-26,,0,0.0,Non-Purchaser
3078,desktop,UK,Organic Search,Organic,2025-07-07,2025-07-14,2,124.88,Repeat Customer
3079,desktop,Canada,Instagram Influencer,Instagram,2025-07-11,,0,0.0,Non-Purchaser
3080,desktop,UK,Google Search - Brand,Google Ads,2025-12-24,,0,0.0,Non-Purchaser
3081,mobile,UK,Direct Traffic,Direct,2025-09-20,2025-09-23,2,96.41,Repeat Customer
3082,mobile,Canada,Organic Search,Organic,2025-11-08,2025-12-04,1,441.92,One-time Buyer
3083,mobile,Australia,Instagram Influencer,Instagram,2025-07-14,,0,0.0,Non-Purchaser
3084,desktop,USA,Direct Traffic,Direct,2025-08-24,,0,0.0,Non-Purchaser
3085,mobile,UK,Organic Search,Organic,2025-09-12,2025-09-15,1,107.53,One-time Buyer
3086,mobile,USA,Organic Search,Organic,2025-09-08,2025-09-08,1,223.25,One-time Buyer
3087,mobile,USA,Email Newsletter,Email,2025-08-01,2025-08-19,1,372.67,One-time Buyer
3088,tablet,USA,Google Search - Brand,Google Ads,2025-07-01,,0,0.0,Non-Purchaser
3089,desktop,India,Organic Search,Organic,2025-08-23,2025-09-05,3,148.52,Repeat Customer
3090,mobile,UK,Google Search - Generic,Google Ads,2025-07-18,,0,0.0,Non-Purchaser
3091,mobile,Canada,YouTube Ads,YouTube,2025-08-06,,0,0.0,Non-Purchaser
3092,mobile,USA,YouTube Ads,YouTube,2025-12-31,,0,0.0,Non-Purchaser
3093,mobile,UK,Organic Search,Organic,2025-08-01,2025-08-12,1,133.48,One-time Buyer
3094,mobile,India,Google Search - Brand,Google Ads,2025-10-20,,0,0.0,Non-Purchaser
3095,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-13,2025-07-27,1,49.78,One-time Buyer
3096,tablet,USA,YouTube Ads,YouTube,2025-09-07,,0,0.0,Non-Purchaser
3097,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-12-31,,0,0.0,Non-Purchaser
3098,mobile,Canada,YouTube Ads,YouTube,2025-07-07,2025-08-15,1,53.39,One-time Buyer
3099,mobile,UK,Email Newsletter,Email,2025-07-01,,0,0.0,Non-Purchaser
3100,mobile,UK,Organic Search,Organic,2025-08-04,,0,0.0,Non-Purchaser
3101,mobile,Canada,Google Search - Generic,Google Ads,2025-07-06,2025-08-14,1,131.21,One-time Buyer
3102,mobile,USA,Direct Traffic,Direct,2025-09-23,,0,0.0,Non-Purchaser
3103,mobile,Canada,Direct Traffic,Direct,2025-11-28,2025-12-06,2,190.75,Repeat Customer
3104,desktop,USA,Google Search - Brand,Google Ads,2025-08-04,,0,0.0,Non-Purchaser
3105,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-19,2025-07-24,1,96.05,One-time Buyer
3106,desktop,Canada,Facebook Ads - Retargeting,Facebook,2025-08-04,,0,0.0,Non-Purchaser
3107,mobile,India,Google Search - Generic,Google Ads,2025-09-17,2025-09-30,1,46.23,One-time Buyer
3108,desktop,Canada,Google Search - Generic,Google Ads,2025-07-01,,0,0.0,Non-Purchaser
3109,tablet,Canada,Facebook Ads - Retargeting,Facebook,2025-08-24,2025-08-25,2,156.29,Repeat Customer
3110,mobile,USA,Organic Search,Organic,2025-08-27,,0,0.0,Non-Purchaser
3111,mobile,USA,Organic Search,Organic,2025-08-31,,0,0.0,Non-Purchaser
3112,mobile,USA,Email Newsletter,Email,2025-07-17,,0,0.0,Non-Purchaser
3113,mobile,India,Instagram Influencer,Instagram,2025-09-15,2025-09-19,2,310.7,Repeat Customer
3114,mobile,India,Facebook Ads - Retargeting,Facebook,2025-07-06,2025-07-09,2,77.46,Repeat Customer
3115,mobile,Australia,Facebook Ads - Retargeting,Facebook,2025-07-14,,0,0.0,Non-Purchaser
3116,mobile,USA,Google Search - Brand,Google Ads,2025-11-06,2025-11-12,1,84.21,One-time Buyer
3117,mobile,UK,Email Newsletter,Email,2025-09-20,2025-10-08,2,275.12,Repeat Customer
3118,mobile,UK,Organic Search,Organic,2025-07-01,2025-07-01,1,31.31,One-time Buyer
3119,tablet,Canada,Direct Traffic,Direct,2025-07-18,2025-07-27,1,272.82,One-time Buyer
3120,mobile,UK,Direct Traffic,Direct,2025-07-15,,0,0.0,Non-Purchaser
3121,desktop,Canada,Email Newsletter,Email,2025-07-20,,0,0.0,Non-Purchaser
3122,mobile,USA,Google Search - Brand,Google Ads,2025-07-18,,0,0.0,Non-Purchaser
3123,mobile,USA,Google Search - Generic,Google Ads,2025-07-04,2025-07-21,1,226.94,One-time Buyer
3124,mobile,USA,Instagram Influencer,Instagram,2025-08-07,2025-08-08,1,124.38,One-time Buyer
3125,mobile,USA,Google Search - Generic,Google Ads,2025-09-19,,0,0.0,Non-Purchaser
3126,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-26,2025-10-09,1,246.58,One-time Buyer
3127,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-09-07,2025-10-10,1,21.65,One-time Buyer
3128,mobile,USA,Instagram Influencer,Instagram,2025-07-06,,0,0.0,Non-Purchaser
3129,desktop,UK,Email Newsletter,Email,2025-12-31,,0,0.0,Non-Purchaser
3130,mobile,India,Google Search - Brand,Google Ads,2025-10-20,,0,0.0,Non-Purchaser
3131,desktop,India,Google Search - Generic,Google Ads,2025-10-08,,0,0.0,Non-Purchaser
3132,mobile,USA,Google Search - Brand,Google Ads,2025-10-14,2025-10-17,2,204.73,Repeat Customer
3133,desktop,USA,Email Newsletter,Email,2025-12-12,,0,0.0,Non-Purchaser
3134,mobile,USA,Organic Search,Organic,2025-08-17,,0,0.0,Non-Purchaser
3135,desktop,Australia,Google Search - Brand,Google Ads,2025-07-14,,0,0.0,Non-Purchaser
3136,tablet,UK,Organic Search,Organic,2025-08-28,,0,0.0,Non-Purchaser
3137,desktop,USA,Google Search - Generic,Google Ads,2025-09-21,2025-09-21,3,559.73,Repeat Customer
3138,mobile,India,Google Search - Generic,Google Ads,2025-09-20,,0,0.0,Non-Purchaser
3139,desktop,USA,Organic Search,Organic,2025-08-14,,0,0.0,Non-Purchaser
3140,mobile,India,Direct Traffic,Direct,2025-07-05,2025-07-09,1,85.07,One-time Buyer
3141,tablet,USA,Organic Search,Organic,2025-07-29,,0,0.0,Non-Purchaser
3142,mobile,USA,Google Search - Brand,Google Ads,2025-12-02,2025-12-07,1,66.12,One-time Buyer
3143,mobile,UK,Organic Search,Organic,2025-08-23,2025-09-01,1,31.24,One-time Buyer
3144,mobile,India,Google Search - Generic,Google Ads,2025-08-17,2025-08-22,2,273.11,Repeat Customer
3145,mobile,India,Google Search - Generic,Google Ads,2025-07-20,2025-08-04,1,28.07,One-time Buyer
3146,desktop,UK,Instagram Influencer,Instagram,2025-07-29,,0,0.0,Non-Purchaser
3147,desktop,USA,Organic Search,Organic,2025-11-15,,0,0.0,Non-Purchaser
3148,desktop,USA,Google Search - Brand,Google Ads,2025-09-05,2025-09-05,2,315.96,Repeat Customer
3149,desktop,Australia,Organic Search,Organic,2025-10-03,,0,0.0,Non-Purchaser
3150,desktop,UK,Google Search - Brand,Google Ads,2025-08-06,,0,0.0,Non-Purchaser
3151,mobile,Canada,YouTube Ads,YouTube,2025-08-30,2025-09-03,1,39.73,One-time Buyer
3152,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-07-18,2025-07-19,1,192.89,One-time Buyer
3153,mobile,UK,Organic Search,Organic,2025-09-13,,0,0.0,Non-Purchaser
3154,mobile,USA,Google Search - Generic,Google Ads,2025-08-04,,0,0.0,Non-Purchaser
3155,mobile,Canada,Facebook Ads - Retargeting,Facebook,2025-08-05,2025-08-17,1,24.13,One-time Buyer
3156,mobile,India,Email Newsletter,Email,2025-09-02,2025-09-17,2,90.30000000000001,Repeat Customer
3157,mobile,UK,Google Search - Generic,Google Ads,2025-12-15,2025-12-31,1,285.79,One-time Buyer
3158,mobile,UK,Google Search - Generic,Google Ads,2025-07-05,,0,0.0,Non-Purchaser
3159,desktop,USA,Organic Search,Organic,2025-10-15,,0,0.0,Non-Purchaser
3160,mobile,USA,Organic Search,Organic,2025-07-22,,0,0.0,Non-Purchaser
3161,mobile,Australia,Organic Search,Organic,2025-08-05,2025-08-12,1,151.04,One-time Buyer
3162,mobile,USA,Organic Search,Organic,2025-07-02,2025-07-05,1,172.09,One-time Buyer
3163,mobile,India,Organic Search,Organic,2025-07-22,,0,0.0,Non-Purchaser
3164,mobile,Canada,Instagram Influencer,Instagram,2025-08-12,,0,0.0,Non-Purchaser
3165,mobile,Canada,Google Search - Generic,Google Ads,2025-07-04,,0,0.0,Non-Purchaser
3166,mobile,Australia,Google Search - Generic,Google Ads,2025-08-11,,0,0.0,Non-Purchaser
3167,mobile,UK,Instagram Influencer,Instagram,2025-12-07,2025-12-31,1,282.95,One-time Buyer
3168,mobile,India,Google Search - Brand,Google Ads,2025-07-07,2025-07-11,1,39.67,One-time Buyer
3169,mobile,USA,Organic Search,Organic,2025-09-27,,0,0.0,Non-Purchaser
3170,desktop,UK,Organic Search,Organic,2025-08-02,,0,0.0,Non-Purchaser
3171,mobile,Canada,Google Search - Brand,Google Ads,2025-09-03,2025-09-10,1,112.54,One-time Buyer
3172,mobile,USA,Google Search - Generic,Google Ads,2025-07-19,,0,0.0,Non-Purchaser
3173,mobile,Canada,Organic Search,Organic,2025-07-11,,0,0.0,Non-Purchaser
3174,desktop,Canada,Organic Search,Organic,2025-07-11,2025-08-06,1,46.74,One-time Buyer
3175,mobile,India,Google Search - Generic,Google Ads,2025-07-05,,0,0.0,Non-Purchaser
3176,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-07-13,2025-07-21,2,281.16,Repeat Customer
3177,desktop,Canada,Direct Traffic,Direct,2025-09-05,2025-10-14,1,29.74,One-time Buyer
3178,mobile,USA,Organic Search,Organic,2025-11-08,,0,0.0,Non-Purchaser
3179,mobile,Canada,Google Search - Generic,Google Ads,2025-10-11,,0,0.0,Non-Purchaser
3180,mobile,UK,Organic Search,Organic,2025-09-09,,0,0.0,Non-Purchaser
3181,mobile,UK,Instagram Influencer,Instagram,2025-07-08,,0,0.0,Non-Purchaser
3182,mobile,USA,Email Newsletter,Email,2025-07-21,2025-08-06,1,38.07,One-time Buyer
3183,mobile,USA,Google Search - Brand,Google Ads,2025-07-23,2025-07-24,1,45.65,One-time Buyer
3184,mobile,USA,Google Search - Brand,Google Ads,2025-07-18,,0,0.0,Non-Purchaser
3185,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-08-14,,0,0.0,Non-Purchaser
3186,desktop,UK,Email Newsletter,Email,2025-08-16,,0,0.0,Non-Purchaser
3187,mobile,India,Google Search - Generic,Google Ads,2025-07-27,,0,0.0,Non-Purchaser
3188,desktop,USA,Organic Search,Organic,2025-07-27,,0,0.0,Non-Purchaser
3189,tablet,USA,Email Newsletter,Email,2025-10-16,,0,0.0,Non-Purchaser
3190,tablet,UK,Google Search - Generic,Google Ads,2025-10-03,,0,0.0,Non-Purchaser
3191,desktop,Canada,Google Search - Generic,Google Ads,2025-07-23,2025-07-31,1,41.77,One-time Buyer
3192,mobile,USA,Organic Search,Organic,2025-11-27,,0,0.0,Non-Purchaser
3193,mobile,USA,Organic Search,Organic,2025-12-31,,0,0.0,Non-Purchaser
3194,mobile,USA,Organic Search,Organic,2025-07-25,,0,0.0,Non-Purchaser
3195,mobile,USA,Google Search - Generic,Google Ads,2025-07-27,,0,0.0,Non-Purchaser
3196,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-08-12,,0,0.0,Non-Purchaser
3197,tablet,USA,Google Search - Generic,Google Ads,2025-12-20,2025-12-26,2,362.29999999999995,Repeat Customer
3198,mobile,Canada,Email Newsletter,Email,2025-11-05,2025-11-19,1,26.01,One-time Buyer
3199,mobile,UK,YouTube Ads,YouTube,2025-07-07,,0,0.0,Non-Purchaser
3200,mobile,USA,Organic Search,Organic,2025-07-31,2025-08-16,1,37.17,One-time Buyer
3201,mobile,UK,Email Newsletter,Email,2025-08-19,2025-08-27,1,51.14,One-time Buyer
3202,mobile,UK,Organic Search,Organic,2025-08-12,2025-08-14,1,57.05,One-time Buyer
3203,mobile,Australia,Google Search - Generic,Google Ads,2025-07-14,2025-08-09,1,25.43,One-time Buyer
3204,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-10-28,,0,0.0,Non-Purchaser
3205,mobile,Canada,Google Search - Brand,Google Ads,2025-09-07,2025-10-07,1,179.34,One-time Buyer
3206,desktop,Canada,Organic Search,Organic,2025-10-19,2025-10-24,1,364.71,One-time Buyer
3207,desktop,USA,Organic Search,Organic,2025-10-28,,0,0.0,Non-Purchaser
3208,desktop,India,Google Search - Brand,Google Ads,2025-09-23,2025-10-13,1,66.93,One-time Buyer
3209,mobile,UK,Direct Traffic,Direct,2025-08-05,2025-09-02,1,47.29,One-time Buyer
3210,desktop,Canada,Email Newsletter,Email,2025-08-27,,0,0.0,Non-Purchaser
3211,desktop,USA,Email Newsletter,Email,2025-07-11,2025-07-13,1,142.4,One-time Buyer
3212,mobile,USA,Google Search - Brand,Google Ads,2025-09-07,,0,0.0,Non-Purchaser
3213,mobile,UK,Google Search - Generic,Google Ads,2025-07-13,,0,0.0,Non-Purchaser
3214,desktop,USA,Organic Search,Organic,2025-09-11,2025-09-12,2,381.28999999999996,Repeat Customer
3215,mobile,UK,Google Search - Generic,Google Ads,2025-07-16,,0,0.0,Non-Purchaser
3216,mobile,USA,YouTube Ads,YouTube,2025-07-08,2025-08-28,1,115.07,One-time Buyer
3217,mobile,UK,Email Newsletter,Email,2025-07-12,,0,0.0,Non-Purchaser
3218,desktop,UK,Facebook Ads - Retargeting,Facebook,2025-07-01,,0,0.0,Non-Purchaser
3219,desktop,USA,Facebook Ads - Retargeting,Facebook,2025-09-16,2025-09-17,3,413.49,Repeat Customer
3220,mobile,UK,Google Search - Generic,Google Ads,2025-09-19,2025-09-28,2,624.8,Repeat Customer
3221,mobile,USA,Google Search - Generic,Google Ads,2025-08-14,2025-09-04,1,108.8,One-time Buyer
3222,tablet,USA,Facebook Ads - Retargeting,Facebook,2025-07-11,,0,0.0,Non-Purchaser
3223,desktop,USA,Organic Search,Organic,2025-07-06,,0,0.0,Non-Purchaser
3224,desktop,USA,Organic Search,Organic,2025-07-02,,0,0.0,Non-Purchaser
3225,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-07-12,2025-07-21,1,53.65,One-time Buyer
3226,mobile,Australia,Google Search - Brand,Google Ads,2025-11-13,,0,0.0,Non-Purchaser
3227,mobile,USA,Instagram Influencer,Instagram,2025-07-17,,0,0.0,Non-Purchaser
3228,desktop,USA,Organic Search,Organic,2025-07-27,,0,0.0,Non-Purchaser
3229,mobile,USA,Organic Search,Organic,2025-07-07,2025-07-07,1,55.86,One-time Buyer
3230,mobile,USA,Facebook Ads - Retargeting,Facebook,2025-07-16,2025-10-04,1,86.68,One-time Buyer
3231,mobile,UK,Email Newsletter,Email,2025-08-14,,0,0.0,Non-Purchaser
